settlement_type,old_name,new_name,raion,oblast,date_rename,decision_rename,who_rename,decision-publish_rename,vidomosti
село,Петрівське,Степове,Чугуївський,Харківська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
селище,Петрівське,Лісове,Кам'янський,Черкаська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Петрівське,Бабакове,Васильківський,Дніпропетровська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,15. ст. 154
село,Петрівське,Пазено,Бахмутський,Донецька,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,15. ст. 154
село,Петрівське,Піщанське,Новоукраїнський,Кіровоградська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
село,Петрівське,Маракучка,Великописарівський,Сумська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
село,Петрівське,Кринички,Єнакієве,Донецька,12.05.2016,"1351-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 477"
село,Петрівське,Петрове,Біляївський,Одеська,12.05.2016,"1353-VIII, ч. 3",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Петрове,Петрово,Виноградівський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 515-516"
село,Петрово,Пийтерфолво,Виноградівський,Закарпатська,19.10.2000,2060-III,Верховна Рада України,08.12.2000,"49, ст.433"
село,Петровське,Петропавлівка,Чернігівський,Запорізька,12.05.2016,"1353-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 479"
місто,Петровське,Петровське,Хрустальний,Луганська,12.05.2016,"1351-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 477"
місто,Петровське,Петрово-Красносілля,Хрустальний,Луганська,12.05.2016,"1351-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 477"
селище,Петровське,Синьожупанники,Шаргородський,Вінницька,19.05.2016,"1377-VIII, ч. 1",Верховна Рада України,10.06.2016,"24, ст  497"
село,Петровське,Зелене,Межівський,Дніпропетровська,19.05.2016,"1377-VIII, ч. 1",Верховна Рада України,10.06.2016,"24, ст  497"
село,Петровське,Петропавлівське,Бориспільський,Київська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,15. ст. 154
село,Петровського,Вишневе,Комінтернівський,Одеська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
село,Петровського,Вишневе,Бахмацький,Чернігівська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
селище,Петровського,Благовіщенське,Херсон,Херсонська,19.05.2016,1377-VIII. ч. 6,Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петровського,Горіхове,Покровський,Донецька,19.05.2016,"1377-VIII, ч. 2",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петровського,Привітне,Драбівський,Черкаська,12.05.2016,"1353-VIII, ч. 4",Верховна Рада України,03.06.2016,"23, ст. 479"
селище,Петровського,Степове,Золотоніський,Черкаська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Пилипча,Пилипче,Баришівський,Київська,23.07.2009,,Київська обласна рада,30.10.2009,"44, стор.1668"
село,Пильнокам'янка,Пільце,Жовківський,Львівська,18.12.1990,,Львівська обласна рада,03.03.1992,"9, стор. 252-253"
село,Пиратин,Пирятин,Жовківський,Львівська,18.12.1990,,Львівська обласна рада,03.03.1992,"9, стор. 252-253"
село,Пистинь,Пістинь,Косівський,Івано-Франківська,15.08.1989,,Івано-Франківська обласна рада,24.10.1989,"43, стор. 616-617"
село,Питуля,Цитуля,Жовківський,Львівська,18.12.1990,,Львівська обласна рада,03.03.1992,"9, стор. 252-253"
село,Пігарєве,Ангелівка,Тернопільський,Тернопільська,18.03.1991,848-XII,Верховна Рада України,09.04.1991,"15, ст. 185"
село,Підберезці,Підберізці,Пустомитівський,Львівська,18.12.1990,,Львівська обласна рада,03.03.1992,"9, стор. 252-253"
село,Підгірське,Угорськ,Шумський,Тернопільська,18.03.1991,848-XII,Верховна Рада України,09.04.1991,"15, ст. 185"
село,Підгородне,Рата,Жовківський,Львівська,19.10.1995,394/95-ВР,Верховна Рада України,19.09.1995,"38, ст. 293"
село,Підлісне,Йорданешти,Глибоцький,Чернівецька,02.03.1995,133/95-ПВ,Верховна Рада України,04.04.1995,"14, ст. 95"
село,Підлісне,Зіболки,Нестеровський,Львівська,18.03.1991,847-ХІІ,Верховна Рада України,09.04.1991,"15, ст. 184"
село,Підлісся,Підлисся,Золочівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
село,Підмихайло,Підмихайля,Калуський,Івано-Франківська,15.08.1989,,Івано-Франківська обласна рада,24.10.1989,"43, стор. 616-617"
село,Підозерка,Підозірка,Зіньківський,Полтавська,28.02.1995,,Полтавська обласна рада,14.03.1995,"11, стор. 236-237"
село,Пізняки,Пізники,Чорнухинський,Полтавська,28.02.1995,,Полтавська обласна рада,14.03.1995,"11, стор. 236-237"
село,Піковець,Піківець,Уманський,Черкаська,07.08.2008,,Черкаська обласна рада,26.09.2008,"38-39, стор. 1934"
селище,Піонер,Курганне,Великобурлуцький,Харківська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
